"Q" "C" "Qworld" "Cworld" "sigma" "N" "score" "pvalue"
"RA" 4.8859139101969e-05 3.76459877138066e-05 0.00018834832912618 0.000146135019771049 0.000546290981761013 211 -2.8847157843903 0.00391767171015378
"RB" 0 0 1.53225872912491e-05 1.43439735842203e-05 0 211 -Inf 0
"RE" 0 0 7.03670397687684e-07 6.99849617717324e-07 0 211 -Inf 0
"RO" 0.000258593743399988 0.000158632942946452 0.000232075641757778 0.000145108646158049 0.00145282894438299 211 0.135220157281922 0.892437810254689
"RP" 0 0 1.91182161631914e-05 1.54974827851359e-05 0 211 -Inf 0
"RQ" 0 0 3.27507208130208e-05 2.83453236145204e-05 0 211 -Inf 0
"RT" 0.334207187717974 0.116054804325939 0.283769150666139 0.113769494697525 0.0379582120123985 211 0.874541715045553 0.381823313124132
"RU" 0.194894701114768 0.0766136078446894 0.140011801266225 0.0639016869668162 0.0422239016632288 211 4.3731467099954 1.22468362256555e-05
"RX" 0.0271985701561955 0.0115369523980563 0.0163987840356711 0.00805222128542016 0.0195806708052566 211 2.58513325541002 0.00973413683449559
"RY" 0.000653061576843723 0.000619206597395213 6.32577847010866e-05 6.0289320017759e-05 0.00554160675733948 211 1.46505206286017 0.142906713949953
"RZ" 0 0 0.0012064178884896 0.000936789773140855 0 211 -Inf 0
"SA" 0.00148387583831147 0.00116510580505734 0.00175293584307515 0.0013640720067901 0.0106217111126044 211 -0.272098439826783 0.785546329142698
"SD" 0.0029385193153379 0.00248642077455413 0.0020937469036838 0.00176000514128249 0.0154565720003379 211 0.68267378882031 0.494812995925844
"SI" 0 0 8.10134906467045e-07 7.99576749060915e-07 0 211 -Inf 0
"SR" 0 0 1.69825419468786e-07 1.68289363720149e-07 0 211 -Inf 0
"SU" 0.00310070246286275 0.00263528892191574 0.00438627067989154 0.00375556988285612 0.0189447745889547 211 -0.858971472523084 0.390356255106635
"SY" 0.000671174100656625 0.000651397181369185 0.000124194375106732 0.000121099006656049 0.00499055602991199 211 1.54352057892506 0.122704518350637
"TA" 0 0 7.83809628317474e-07 7.53117754650931e-07 0 211 -Inf 0
"TC" 0.00675229620156843 0.00513878089926041 0.0242285390029068 0.0183337666310716 0.0299781416355679 211 -6.39359975307995 1.62025209582093e-10
"TD" 0.00253095524646511 0.00183002346160672 0.00861216188072799 0.00630467917977533 0.0222237588816729 211 -2.92471355075206 0.003447734276672
"TE" 0 0 4.70504858975678e-06 4.66147880146741e-06 0 211 -Inf 0
"TI" 0 0 0.000168226527966719 0.000143712817556662 0 211 -Inf 0
"TM" 0.00837284204624617 0.00530424480353406 0.00928383465314144 0.00591128941379309 0.0181949331602981 211 -0.484631200614025 0.62793797737002
"TQ" 0.0263216692436227 0.0169900591039795 0.021388173886351 0.0138843953754024 0.056541092151115 211 0.797868766538478 0.42494665015026
"TU" 0.006711570798135 0.0039164587561037 0.020083765400208 0.0118294680485289 0.0132253214187016 211 -8.69113843928022 3.58825468528008e-18
"UA" 0 0 1.92554707844419e-05 1.77226512366763e-05 0 211 -Inf 0
"UB" 0.00138734050402682 0.00135975676462639 5.98877873879917e-05 5.88706524306966e-05 0.0109355527033003 211 1.72798419943263 0.0839910572074604
"UE" 4.93680884676145e-05 4.55865134987148e-05 0.000146802191862457 0.000137115901365117 0.000661833105703311 211 -2.00887677678796 0.0445502033414031
"UF" 0 0 5.07107879494212e-05 4.97353411624668e-05 0 211 -Inf 0
"UH" 7.76940408670655e-05 7.57930876083556e-05 3.38608017371834e-05 3.30637172295321e-05 0.00110028502204635 211 0.564108339418834 0.572680402924762
"UI" 0.000124719381391868 0.000122497227212126 9.05420514191654e-05 8.91322376924736e-05 0.00177916211141514 211 0.272406018785775 0.785309845311867
"UK" 0 0 3.2322525719184e-05 3.19146210286671e-05 0 211 -Inf 0
"UM" 0.0159537192259318 0.00876191543143611 0.00816803897700173 0.00472051667245537 0.0270732590489708 211 2.16836501984565 0.0301309249679512
"UN" 7.76940408670655e-05 7.72348352824622e-05 2.83451599862242e-06 2.82167301001216e-06 0.00112140893783148 211 0.963888891583608 0.33510163369866
"UP" 7.76940408670655e-05 7.7473176683387e-05 1.0091652673909e-05 1.00725979876327e-05 0.00112499954846161 211 0.870266978420662 0.384154520418867
"UQ" 0 0 1.17888353305761e-05 1.16060560760197e-05 0 211 -Inf 0
"UR" 0.000187345566492486 0.000182605617376219 9.63528170869228e-05 9.42180373386018e-05 0.00195221762559209 211 0.657664260628724 0.510753892360281
"UT" 0 0 1.01916300769402e-06 1.01808747699753e-06 0 211 -Inf 0
"UU" 0 0 1.70741193294402e-05 1.6892410344573e-05 0 211 -Inf 0
"UY" 0 0 3.00984386166432e-05 2.91609544230919e-05 0 211 -Inf 0
"VE" 0.0365896146845614 0.0189537954115486 0.0575780916363029 0.0310496955790157 0.026775246974737 211 -6.56214671405014 5.30385911010995e-11
"VI" 0.00465342865846396 0.00230745612741517 0.00949730111935696 0.00506194259758786 0.00782878312471362 211 -5.11078496921534 3.20822981473266e-07
"VJ" 0.000914348370491759 0.000592555726724428 0.00267885859583767 0.00176425675908984 0.00314367317172453 211 -5.41402991877385 6.16218629428897e-08
"VM" 0 0 4.6647896602301e-06 4.58625302003105e-06 0 211 -Inf 0
"VP" 0 0 0.000245568345811887 0.000193445479048307 0 211 -Inf 0
"VS" 0 0 0.000182386848648427 0.000151780457387435 0 211 -Inf 0
