"Q" "C" "Qworld" "Cworld" "sigma" "N" "score" "pvalue"
"NU" 1.39680411219131e-05 1.35762560007116e-05 7.98698400886083e-05 7.75203525646678e-05 0.00048112108236998 1256 -4.7102166980284 2.47453548187697e-06
"OA" 0 0 4.15428751387398e-05 4.00353264339768e-05 0 1256 -Inf 0
"OE" 0 0 1.85523250966524e-06 1.83703322412203e-06 0 1256 -Inf 0
"OI" 0.000264775882446795 0.000177427215854012 0.00050229419983677 0.000344758452462871 0.00414332641764964 1256 -1.43127370053504 0.152351788241855
"OM" 0 0 0.000138284857264306 0.000131965497643681 0 1256 -Inf 0
"OO" 3.12707705363121e-05 2.45267519582461e-05 0.000131373861419201 0.000102682783748908 0.000614844649321802 1256 -4.5049702013108 6.63822569936808e-06
"OP" 9.38700410691521e-05 7.26169481845805e-05 0.000294900500993688 0.000232096852849482 0.00167789256423906 1256 -3.36850066670412 0.000755782142498294
"OR" 0 0 2.44767671110642e-06 2.40039067482488e-06 0 1256 -Inf 0
"OT" 0.000409671141496389 0.000333425522733632 0.00105236362938865 0.000862507584132433 0.00366019574343899 1256 -5.122872475378 3.00915874811505e-07
"OU" 0 0 3.84719805753667e-06 3.7768612455021e-06 0 1256 -Inf 0
"OX" 0 0 7.55489021446354e-07 7.12975821974205e-07 0 1256 -Inf 0
"OY" 0 0 2.01528883913272e-05 1.90879629264914e-05 0 1256 -Inf 0
"OZ" 0 0 6.49148982451831e-06 5.5894998737563e-06 0 1256 -Inf 0
"PA" 0 0 4.59996895611782e-06 4.45560971056978e-06 0 1256 -Inf 0
"PC" 0 0 3.73394596080556e-05 3.69439164322567e-05 0 1256 -Inf 0
"PD" 0 0 6.05228888532376e-07 6.02896394846245e-07 0 1256 -Inf 0
"PE" 1.20633082416522e-05 1.19040589361856e-05 1.37865143651578e-05 1.36080870084014e-05 0.000421853522484094 1256 -0.143156108750967 0.886166892849595
"PF" 0 0 1.0483050584493e-07 1.04681662321909e-07 0 1256 -Inf 0
"PG" 0 0 0 0 0 1256 NA NA
"PH" 0 0 2.57311241619373e-07 2.55297190580512e-07 0 1256 -Inf 0
"PI" 1.20870598330088e-05 1.14109581064331e-05 2.90657590932213e-05 2.77972546978559e-05 0.000299915808175275 1256 -1.93631617588516 0.0528289888278419
"PJ" 0 0 4.60875541839812e-06 4.44271409823139e-06 0 1256 -Inf 0
"PK" 0 0 5.19703581464068e-06 5.14842862264042e-06 0 1256 -Inf 0
"PM" 5.19154861699312e-05 5.08672318279897e-05 8.46649047010796e-05 8.31001965500973e-05 0.00091937328708056 1256 -1.2425194382153 0.214044973150515
"PN" 0.000160274944681206 0.000158094746535688 9.35526070188284e-05 9.24279266227401e-05 0.00191138989361353 1256 1.21756321657198 0.223389999693061
"PO" 0.00045456022497801 0.000436828458568605 0.00029723341637564 0.000286880506965832 0.00512930017973314 1256 1.03604171288332 0.300182682750138
"PQ" 2.21160651096957e-05 2.20459819536287e-05 1.51711816866855e-05 1.51311502643583e-05 0.000781294666718773 1256 0.313661758962438 0.753777947910801
"PS" 3.06222439980402e-05 2.98150583260835e-05 0.000100592989269614 9.79103883775472e-05 0.00105657394406748 1256 -2.28408495129844 0.0223665388192395
"PT" 0.000568368452665586 0.000450738410752995 0.000718906630548478 0.000566652184421137 0.00367763557597417 1256 -1.11702057481658 0.263985528102516
"PU" 0 0 2.87199933829679e-05 2.839266828892e-05 0 1256 -Inf 0
"PW" 0.00141238915123172 0.000906994982086018 0.00126106694267299 0.000834667162160867 0.00590308948641406 1256 0.434231003064941 0.664120701668535
"PY" 0.0327798534974932 0.0202906102411521 0.0334712708968167 0.0202910328665664 0.0354843027687348 1256 -0.000422098834502782 0.999663213866818
"PZ" 0 0 1.41553941521801e-05 1.4072051412972e-05 0 1256 -Inf 0
